longitude,latitude,housing_age,total_rooms,total_bedrooms,population,families,average_income,ocean_proximity,house_value
-120.47,34.7,24,2387,385.0,1051,382,4.4595,NEAR OCEAN,152700
-120.47,34.71,21,2535,383.0,1012,368,5.6177,NEAR OCEAN,183800
-120.43,34.7,26,2353,389.0,1420,389,3.87,NEAR OCEAN,125800
-120.43,34.69,33,2054,373.0,1067,358,3.6023,NEAR OCEAN,128300
-119.85,34.4,14,2307,650.0,5723,615,2.1652,NEAR OCEAN,37500
-119.86,34.38,26,1626,375.0,1580,359,2.1471,NEAR OCEAN,187500
-119.83,34.44,26,1739,402.0,599,368,3.0875,NEAR OCEAN,198400
-119.81,34.44,14,961,305.0,662,286,3.2115,NEAR OCEAN,206300
-119.82,34.43,15,1482,345.0,669,379,3.0773,NEAR OCEAN,112500
-119.82,34.44,16,1414,463.0,793,439,3.6034,NEAR OCEAN,150000
-119.83,34.43,31,798,346.0,699,301,2.1417,NEAR OCEAN,205000
-122.0,37.0,16,32,4.0,36,5,2.625,NEAR OCEAN,137500
-122.02,36.98,21,1484,394.0,984,380,2.1734,NEAR OCEAN,187500
-122.06,37.0,14,1547,374.0,4731,348,2.4732,NEAR OCEAN,131300
-122.02,36.98,21,607,155.0,226,136,1.9063,NEAR OCEAN,166700
-122.02,36.97,29,2568,747.0,1743,659,1.9286,NEAR OCEAN,195300
-122.02,36.96,52,775,305.0,1054,305,2.0172,NEAR OCEAN,112500
-122.04,36.96,32,1438,306.0,802,293,4.1964,NEAR OCEAN,202000
-122.04,36.96,42,538,107.0,200,104,2.1667,NEAR OCEAN,196400
-122.04,36.96,42,1149,264.0,703,232,2.5865,NEAR OCEAN,206400
-122.04,37.0,52,3365,644.0,796,333,2.9712,NEAR OCEAN,116600
-122.25,37.08,20,1201,282.0,601,234,2.5556,NEAR OCEAN,177500
-122.08,37.08,35,1541,297.0,791,277,4.425,NEAR OCEAN,204800
-122.16,37.17,35,6422,1380.0,2755,1064,5.0165,NEAR OCEAN,202300
-122.12,37.16,32,1602,317.0,752,275,5.1664,NEAR OCEAN,185100
-122.11,37.11,46,1993,404.0,850,327,5.207999999999999,NEAR OCEAN,206800
-122.11,37.14,29,3201,640.0,1722,570,4.4597,NEAR OCEAN,204100
-122.13,37.15,39,2854,613.0,1338,518,3.9423,NEAR OCEAN,180300
-122.04,37.12,30,1427,311.0,686,251,4.0781,NEAR OCEAN,154500
-122.02,37.11,36,2066,401.0,942,344,5.2417,NEAR OCEAN,196400
-122.05,37.11,39,1065,248.0,497,208,4.5972,NEAR OCEAN,146300
-122.05,37.05,41,2422,502.0,915,366,4.1679,NEAR OCEAN,201300
-122.08,37.03,36,4682,899.0,2143,832,4.5096,NEAR OCEAN,203700
-122.03,37.05,12,2010,422.0,784,407,3.9728,NEAR OCEAN,190900
-123.04,38.49,30,3977,930.0,1387,582,2.6161,NEAR OCEAN,132500
-123.02,38.46,52,2154,499.0,524,259,2.0556,NEAR OCEAN,120000
-123.01,38.48,37,1179,282.0,354,176,1.3712,NEAR OCEAN,118300
-123.0,38.51,33,1565,390.0,759,311,2.6726,NEAR OCEAN,153100
-123.24,38.7,38,1460,311.0,569,176,2.7171,NEAR OCEAN,131300
-123.25,38.54,27,3658,764.0,1278,518,3.3536,NEAR OCEAN,157500
-123.07,38.46,31,855,217.0,280,139,2.3611,NEAR OCEAN,112500
-119.29,34.37,41,1408,311.0,793,264,2.5441,NEAR OCEAN,161200
-119.3,34.39,35,3079,579.0,1807,589,4.69,NEAR OCEAN,199300
-119.22,34.34,29,3128,672.0,1815,648,2.9821,NEAR OCEAN,175700
-119.14,34.28,31,790,241.0,1095,222,2.25,NEAR OCEAN,75000
-119.21,34.26,31,224,88.0,326,88,2.375,NEAR OCEAN,55000
-119.21,34.26,10,3150,781.0,1582,653,4.2448,NEAR OCEAN,157300
-119.22,34.26,16,2596,625.0,1403,562,3.4018,NEAR OCEAN,145200
-119.2,34.27,8,4942,1173.0,3012,1033,3.445,NEAR OCEAN,203400
-119.2,34.26,13,3009,588.0,1439,607,4.1845,NEAR OCEAN,199500
-119.2,34.25,25,195,59.0,140,43,3.8889,NEAR OCEAN,187500
-119.29,34.3,24,7637,1705.0,4647,1623,3.5385,NEAR OCEAN,186800
-119.3,34.29,41,1445,410.0,1052,388,2.6333,NEAR OCEAN,170800
-119.3,34.29,50,3128,825.0,2535,783,2.3669,NEAR OCEAN,165300
-119.3,34.29,26,3665,932.0,2775,870,1.9286,NEAR OCEAN,160500
-119.29,34.31,25,1092,190.0,702,215,3.9063,NEAR OCEAN,192700
-119.29,34.28,38,2387,748.0,1537,741,2.3147,NEAR OCEAN,192500
-119.3,34.27,17,1527,503.0,688,423,1.6007,NEAR OCEAN,187500
-119.27,34.27,44,1312,279.0,668,278,4.09,NEAR OCEAN,203800
-119.27,34.28,50,1710,412.0,915,380,3.1757,NEAR OCEAN,206300
-119.27,34.27,52,459,112.0,276,107,2.375,NEAR OCEAN,198400
-119.27,34.27,52,1577,343.0,836,335,3.5893,NEAR OCEAN,206600
-119.28,34.27,44,706,176.0,399,149,3.0089,NEAR OCEAN,166700
-119.18,34.24,17,629,221.0,514,186,3.2847,NEAR OCEAN,112500
-119.18,34.22,15,4615,1008.0,2549,973,3.9063,NEAR OCEAN,198700
-119.17,34.22,29,4188,816.0,2783,790,4.1949,NEAR OCEAN,197100
-119.17,34.21,33,1039,256.0,1432,272,3.1103,NEAR OCEAN,143500
-119.16,34.2,35,2183,636.0,3504,623,1.9704,NEAR OCEAN,160300
-119.17,34.2,36,2028,523.0,2751,496,3.015,NEAR OCEAN,149300
-119.17,34.2,40,1083,319.0,1843,349,2.3077,NEAR OCEAN,106900
-119.18,34.19,19,2393,,1938,762,1.6953,NEAR OCEAN,167400
-119.18,34.2,21,494,127.0,489,106,2.6964,NEAR OCEAN,170800
-119.18,34.19,5,384,131.0,410,149,1.5625,NEAR OCEAN,87500
-119.2,34.18,27,1035,229.0,782,222,4.2212,NEAR OCEAN,185400
-119.19,34.19,35,2599,552.0,2726,543,3.2212,NEAR OCEAN,180500
-119.19,34.18,32,3366,677.0,2857,669,4.6186,NEAR OCEAN,181100
-119.18,34.19,36,4519,1081.0,4818,1061,2.8561,NEAR OCEAN,179100
-119.18,34.18,31,2636,638.0,2695,614,3.2196,NEAR OCEAN,175800
-119.17,34.18,38,3221,783.0,2792,736,2.9118,NEAR OCEAN,172400
-119.17,34.17,34,2749,539.0,2330,559,4.2137,NEAR OCEAN,185600
-119.17,34.17,32,1567,304.0,1482,308,3.5867,NEAR OCEAN,182100
-119.17,34.17,42,1411,300.0,1295,339,2.6667,NEAR OCEAN,164900
-119.17,34.17,25,1596,321.0,1378,308,4.0074,NEAR OCEAN,188000
-119.17,34.17,21,2361,464.0,1146,396,3.6597,NEAR OCEAN,195100
-119.19,34.17,31,1872,434.0,1511,405,3.2314,NEAR OCEAN,186800
-119.19,34.17,35,4276,767.0,3295,708,4.2583,NEAR OCEAN,187300
-119.18,34.17,32,2388,467.0,1746,483,3.9331,NEAR OCEAN,187600
-119.18,34.16,30,2053,368.0,1496,391,3.6546,NEAR OCEAN,186200
-119.19,34.17,27,2183,364.0,1458,388,4.4567,NEAR OCEAN,191100
-119.19,34.16,34,2610,466.0,1543,433,3.9722,NEAR OCEAN,189000
-119.19,34.16,35,2733,510.0,1814,511,4.4187,NEAR OCEAN,183400
-119.2,34.18,22,6465,1397.0,2694,1370,2.9832,NEAR OCEAN,165600
-119.19,34.15,31,4175,1004.0,3310,954,3.1989,NEAR OCEAN,185400
-119.2,34.15,27,2076,681.0,1904,647,1.4773,NEAR OCEAN,160800
-119.18,34.16,12,460,101.0,405,103,5.2783,NEAR OCEAN,167400
-119.18,34.16,27,1832,415.0,1480,414,3.9643,NEAR OCEAN,186000
-119.18,34.15,22,4769,1366.0,5534,1318,2.4167,NEAR OCEAN,192000
-119.17,34.16,17,5276,1020.0,4066,984,4.5828,NEAR OCEAN,205400
-119.17,34.15,18,2509,688.0,3129,677,2.6098,NEAR OCEAN,146100
-119.13,34.19,16,6389,1330.0,6242,1340,4.0222,NEAR OCEAN,206800
-119.15,34.17,22,1612,334.0,1431,335,4.8125,NEAR OCEAN,194400
-119.14,34.17,16,1593,353.0,836,357,2.7260000000000004,NEAR OCEAN,67500
-119.17,34.19,28,1444,508.0,2145,437,1.6964,NEAR OCEAN,175000
-119.16,34.15,23,3204,644.0,2295,614,3.9485,NEAR OCEAN,196600
-119.15,34.17,23,2239,537.0,784,497,1.6038,NEAR OCEAN,194300
-119.15,34.2,25,3445,898.0,5558,894,3.0972,NEAR OCEAN,169300
-119.17,34.25,15,1329,282.0,1001,284,3.65,NEAR OCEAN,189300
-119.15,34.25,36,3511,664.0,2965,695,4.0878,NEAR OCEAN,186800
-119.12,34.23,35,2028,554.0,2252,521,2.4643,NEAR OCEAN,182000
-119.12,34.25,31,737,146.0,1436,168,3.5625,NEAR OCEAN,194100
-119.08,34.17,32,166,22.0,63,29,7.3004,NEAR OCEAN,125000
-119.09,34.22,8,40,10.0,309,16,4.0208,NEAR OCEAN,52500
