longitude,latitude,total_rooms,house_value
-119.75,34.4,1997,500001
-119.73,34.43,1448,261000
-119.73,34.42,1364,413900
-119.73,34.42,2024,392800
-119.72,34.41,1853,335300
-119.74,34.41,2365,346200
-119.73,34.41,1769,350000
-119.72,34.41,1648,335000
-119.74,34.35,1664,329400
-119.74,34.38,1479,322600
-119.63,34.42,1765,500001
-119.64,34.43,3045,500001
-119.63,34.4,3865,500001
-119.64,34.43,1872,500001
-119.61,34.45,3597,500001
-119.63,34.44,3188,500001
-119.61,34.43,2665,500001
-119.53,34.41,1705,297400
-119.52,34.41,4489,279700
-119.51,34.4,3422,301300
-119.51,34.4,1112,314300
-119.52,34.39,1414,250000
-119.51,34.39,1921,346000
-119.52,34.4,1834,251000
-119.53,34.38,2323,300000
-119.53,34.4,1671,248700
-119.51,34.46,3506,500001
-119.55,34.38,1951,500001
-119.57,34.38,2512,425000
-119.59,34.43,2718,500001
-119.59,34.39,622,335000
-119.5,34.35,308,500001
-119.49,34.39,4617,230600
-119.72,34.77,2469,62100
-120.18,34.75,2074,400000
-120.27,34.72,1289,230800
-120.18,34.62,1337,226400
-120.2,34.63,2647,227900
-120.2,34.61,2958,215200
-120.13,34.63,2137,394900
-120.12,34.6,2426,290900
-120.14,34.6,2136,243100
-120.16,34.61,921,500001
-120.14,34.59,2536,309800
-120.14,34.59,1601,259800
-120.04,34.72,3942,500001
-120.11,34.66,1348,289400
-120.08,34.64,2375,375000
-120.08,34.62,3478,272300
-120.09,34.62,2708,367000
-120.11,34.62,2943,440000
-120.09,34.61,586,84400
-120.08,34.59,1874,390200
-120.01,34.54,2992,292900
-120.44,34.91,3189,226800
-120.45,34.91,712,150000
-120.48,34.9,3842,120100
-120.45,34.88,2143,269700
-120.44,34.88,3124,275100
-120.45,34.87,1533,328700
-120.44,34.87,2312,194000
-120.45,34.86,3415,114800
-120.4,34.86,1633,275000
-120.4,34.85,2384,157900
-120.41,34.86,978,158000
-120.43,34.86,3172,168100
-120.43,34.86,1932,141500
-120.37,34.9,2649,326800
-120.33,34.87,2590,341200
-120.42,34.91,6986,212700
-120.43,34.9,2019,144700
-120.43,34.9,2388,164000
-120.41,34.88,3119,165500
-120.42,34.89,2020,162500
-120.43,34.89,1979,158000
-120.43,34.89,2862,158200
-120.43,34.88,2580,158600
-120.42,34.87,2505,195700
-120.43,34.87,2131,193000
-120.43,34.87,1699,157700
-120.41,34.88,3680,201700
-120.4,34.87,2197,199600
-120.41,34.87,1997,158900
-120.41,34.87,1534,193600
-120.42,34.95,1391,131500
-120.42,34.95,3404,146700
-120.43,34.95,1966,136100
-120.43,34.95,2020,181800
-120.42,34.94,2844,133700
-120.43,34.93,2866,186500
-120.43,34.93,2980,218300
-120.43,34.98,2725,128600
-120.43,34.97,1433,130100
-120.42,34.96,1678,160700
-120.43,34.96,2739,162900
-120.43,34.96,1799,136900
-120.42,34.96,3518,151400
-120.42,34.96,2298,132000
-120.43,34.96,2350,130800
-120.42,34.97,1932,139800
-120.41,34.96,2299,148300
-120.42,34.96,2069,149800
-120.38,34.96,2813,226800
-120.41,34.96,1774,152500
-120.41,34.96,2712,190100
-120.4,34.95,1885,261000
-120.47,34.98,5762,137300
-120.44,34.97,1619,110300
-120.44,34.97,1705,113700
-120.45,34.97,1920,129300
-120.45,34.97,1897,131300
-120.44,34.96,2374,108300
-120.44,34.96,1685,112500
-120.45,34.96,2121,117600
-120.45,34.96,1299,129200
-120.44,34.96,1228,113300
-120.44,34.96,1248,104200
-120.45,34.96,1949,121400
-120.45,34.95,1574,90200
-120.44,34.94,2481,147200
-120.47,34.94,1368,109400
-120.44,34.93,868,87500
-120.44,34.93,2098,67500
-120.44,34.95,3004,106400
-120.45,34.95,2207,98500
-120.44,34.94,1877,122700
-120.45,34.95,1479,162500
-120.45,34.94,1058,120600
-120.45,34.94,1702,115500
-120.54,34.97,1353,97800
-120.57,34.96,1401,83200
-120.57,34.96,1145,89100
-120.64,34.97,2090,86100
-120.6,34.91,711,73800
-120.59,34.7,17738,28300
-120.48,34.7,3069,136400
-120.46,34.64,562,118800
-120.46,34.65,1298,117500
-120.46,34.64,2364,129400
-120.47,34.64,2482,120400
-120.47,34.65,1438,128100
-120.46,34.64,686,83300
-120.44,34.64,787,163400
-120.45,34.64,2330,134600
-120.45,34.64,2696,135400
-120.45,34.64,1051,111500
-120.46,34.65,2143,103300
-120.46,34.65,885,109300
-120.47,34.65,2193,130200
-120.47,34.65,2549,150700
-120.45,34.65,2253,134700
-120.44,34.65,2265,134000
-120.45,34.65,2215,135300
-120.45,34.65,1182,131600
-120.45,34.65,980,87500
-120.46,34.63,1408,146600
-120.46,34.64,1697,148000
-120.47,34.64,1912,138000
-120.45,34.64,1226,112500
-120.45,34.64,2571,150000
-120.45,34.63,1840,172400
-120.44,34.66,3231,142400
-120.45,34.66,3329,198300
-120.46,34.66,2904,135200
-120.47,34.66,3376,166600
-120.39,34.52,2162,239300
-120.48,34.66,1897,172600
-120.48,34.65,1933,134400
-120.45,34.63,2445,180100
-120.47,34.63,2441,142200
-120.46,34.74,2185,223100
-120.45,34.71,1868,249300
-120.46,34.71,2830,207200
-120.47,34.7,2387,152700
-120.47,34.71,2535,183800
-120.37,34.69,1868,290600
-120.43,34.7,2353,125800
-120.43,34.69,2054,128300
-120.44,34.68,2187,307400
-119.86,34.42,1450,225000
-119.88,34.4,2741,216700
-119.85,34.4,2307,37500
-119.88,34.43,2472,229500
-119.88,34.43,1734,282500
-119.88,34.43,2206,223100
-119.88,34.42,2367,312200
-119.91,34.4,2001,268800
-119.83,34.45,2168,280900
-119.84,34.44,977,274300
-119.84,34.45,4424,331200
-119.85,34.44,1765,276800
-119.81,34.47,4382,432200
-119.81,34.46,3488,384400
-119.85,34.48,1915,348200
-119.88,34.44,4724,261400
-119.89,34.44,2786,268300
-119.89,34.44,3160,271200
-119.92,34.44,2143,402600
-120.05,34.47,1241,425000
-119.86,34.38,1062,316700
-119.86,34.41,1576,325000
-119.86,34.38,1626,187500
-119.81,34.45,3678,334000
-119.81,34.44,3172,288900
-119.82,34.45,3592,333800
-119.83,34.44,1739,198400
-119.82,34.44,2239,295400
-119.81,34.44,961,206300
-119.82,34.43,1482,112500
-119.82,34.44,1414,150000
-119.82,34.44,1992,228200
-119.83,34.44,796,260000
-119.83,34.43,798,205000
-119.77,34.43,2552,342500
-119.77,34.43,3318,500001
-119.79,34.4,3104,500001
-119.8,34.44,2674,280200
-119.8,34.43,3143,271500
-119.8,34.43,2845,276400
-119.79,34.44,1479,271800
-119.78,34.44,2864,353400
-119.79,34.43,3611,276200
-121.9,37.36,1141,182500
-121.89,37.36,1525,186100
-121.88,37.36,2453,210700
-121.89,37.35,1668,181900
-121.9,37.36,1007,237500
-121.9,37.35,1034,227100
-121.9,37.35,2082,185300
-121.9,37.34,1345,245800
-121.9,37.34,241,212500
-121.92,37.34,357,204200
-121.92,37.34,2101,239200
-121.92,37.34,2584,391300
-121.92,37.33,2009,295800
-121.92,37.33,2962,301100
-121.93,37.33,1449,292200
-121.93,37.33,2142,421000
-121.94,37.33,1809,330500
-121.91,37.34,2189,240900
-121.91,37.33,454,187500
-121.91,37.33,2562,330600
-121.92,37.33,2125,299500
-121.9,37.33,197,200000
-121.91,37.33,2212,209500
-121.89,37.33,658,200000
-121.9,37.33,1283,166700
-121.9,37.33,1009,162500
-121.88,37.34,1547,212500
-121.89,37.33,1495,225000
-121.88,37.33,1904,187500
-121.89,37.35,1562,177500
-121.89,37.34,1197,190600
-121.89,37.34,1106,350000
-121.89,37.34,1423,204200
-121.88,37.34,1390,188900
-121.88,37.36,2087,199000
-121.88,37.35,1728,193000
-121.89,37.35,2879,183100
-121.89,37.35,1185,170800
-121.89,37.35,2019,193800
-121.88,37.35,1086,193500
-121.87,37.35,1566,174500
-121.88,37.34,1267,194400
-121.88,37.35,1704,183500
-121.87,37.34,1170,325900
-121.87,37.34,1087,309000
-121.87,37.34,2479,289100
-121.88,37.34,867,302900
-121.87,37.35,3500,153700
-121.86,37.35,1448,174100
-121.87,37.35,1557,183700
-121.86,37.34,5274,177300
-121.86,37.34,2277,185200
-121.88,37.33,395,175000
-121.88,37.33,3300,213600
-121.87,37.33,3137,270300
-121.88,37.33,1192,205900
-121.89,37.33,1279,192500
-121.89,37.32,1014,172500
-121.88,37.32,1242,169300
-121.88,37.32,1331,172500
-121.89,37.32,1105,184900
-121.89,37.32,977,184800
-121.89,37.31,1994,223600
-121.9,37.31,2125,281100
-121.9,37.32,1274,220600
-121.91,37.32,1067,180800
-121.91,37.31,2962,216300
-121.93,37.32,1460,167500
-121.94,37.33,818,250000
-121.94,37.32,2451,225800
-121.93,37.32,2711,184700
-121.92,37.32,836,192600
-121.92,37.32,1902,165600
-121.92,37.32,2089,198400
-121.93,37.32,1135,211300
-121.94,37.31,2364,246400
-121.94,37.31,1680,280500
-121.94,37.3,4348,293000
-121.93,37.3,1111,233300
-121.93,37.31,2182,229800
-121.92,37.31,876,241100
-121.92,37.31,3242,247900
-121.93,37.3,2111,292500
-121.93,37.31,1377,252800
-121.92,37.31,6035,213900
-121.93,37.3,6277,234200
-121.92,37.3,2088,310100
-121.92,37.3,1335,345800
-121.91,37.31,3104,332600
-121.91,37.31,3052,340000
-121.9,37.3,3627,345900
-121.91,37.3,828,327600
-121.91,37.3,2095,344700
-121.91,37.3,616,265000
-121.89,37.31,1844,235200
-121.88,37.31,3085,262800
-121.89,37.3,1604,283300
-121.89,37.3,2071,284800
-121.89,37.31,2986,247400
-121.9,37.3,1456,296600
-121.9,37.3,1575,312000
-121.88,37.3,1867,247000
-121.88,37.29,2026,274100
-121.89,37.3,2355,282300
-121.89,37.3,2639,331600
-121.89,37.29,1568,286600
-121.9,37.29,1797,424600
-121.9,37.29,1389,283300
-121.92,37.29,943,344600
-121.91,37.29,945,320500
-121.92,37.29,2189,426900
-121.91,37.29,3597,351400
-121.93,37.29,2241,288200
-121.92,37.29,1260,346700
-121.93,37.28,2422,376200
-121.93,37.28,3163,214000
-121.94,37.28,4356,240000
-121.94,37.28,2859,327500
-121.93,37.27,2862,278100
-121.94,37.27,1932,211900
-121.94,37.27,1030,236900
-121.94,37.26,2104,238000
-121.94,37.26,3843,264200
-121.95,37.26,3611,248700
-121.95,37.26,1482,264700
-121.94,37.25,3942,332800
-121.93,37.26,1103,291300
-121.92,37.26,1306,230700
-121.92,37.25,3874,258500
-121.91,37.25,1944,240500
-121.92,37.28,3028,308800
-121.92,37.27,3280,253500
-121.93,37.27,1855,255100
-121.93,37.27,3428,281000
-121.92,37.28,6201,397000
-121.92,37.27,5536,282100
-121.91,37.27,4412,232000
-121.91,37.28,5650,337300
-121.9,37.28,3756,320000
-121.9,37.27,3410,255600
-121.9,37.25,2714,240400
-121.9,37.25,5483,250000
-121.9,37.27,4538,263600
-121.9,37.26,4447,283300
-121.91,37.26,4258,267200
-121.91,37.26,3776,261100
-121.91,37.26,3983,255200
-121.89,37.25,2705,316500
-121.89,37.26,1864,231700
-121.88,37.26,3025,218600
-121.88,37.26,1893,204700
-121.88,37.26,1676,225900
-121.88,37.25,968,240300
-121.89,37.25,2080,264500
-121.89,37.25,1741,234800
-121.89,37.29,2959,268800
-121.89,37.28,2418,365400
-121.9,37.28,4613,302900
-121.88,37.28,2951,313100
-121.89,37.28,4308,281900
-121.88,37.27,2019,267400
-121.88,37.27,4567,289000
-121.89,37.26,3319,263300
-121.89,37.27,1481,240900
-121.87,37.32,1839,184900
-121.87,37.32,1471,175800
-121.88,37.32,1787,177600
-121.88,37.32,2213,164200
-121.86,37.31,1939,112500
-121.87,37.3,859,215900
-121.87,37.31,3797,152400
-121.87,37.3,360,112500
-121.88,37.3,2692,191100
-121.86,37.32,2519,173400
-121.85,37.33,2228,172800
-121.84,37.32,5762,192600
-121.85,37.33,2987,127900
-121.85,37.33,735,188100
-121.84,37.32,3015,176300
-121.84,37.32,1866,212800
-121.87,37.29,1892,228000
-121.87,37.28,3305,249600
-121.86,37.29,6160,178400
-121.85,37.28,4208,87500
-121.83,37.3,5684,185800
-121.85,37.3,6275,178600
-121.84,37.29,3403,191900
-121.84,37.29,2937,160400
-121.84,37.28,2749,166100
-121.83,37.31,11181,232700
-121.83,37.3,1299,235800
-121.81,37.29,5957,253100
-121.81,37.28,2277,217000
-121.82,37.28,2873,176400
-121.83,37.29,1828,123500
-121.83,37.29,1649,115200
-121.83,37.28,1115,178600
-121.83,37.28,2644,183100
-121.82,37.28,1340,179500
-121.83,37.29,2308,191000
-121.82,37.29,2085,222800
-121.83,37.32,1887,165300
-121.82,37.31,2044,177500
-121.82,37.31,1504,219400
-121.81,37.31,2731,139700
-121.81,37.31,1898,212500
-121.81,37.32,2528,164900
-121.82,37.32,2506,231400
-121.82,37.33,3279,175800
-121.83,37.32,1125,181000
-121.81,37.33,5532,343000
-121.8,37.34,1642,231400
-121.8,37.34,2686,263900
-121.79,37.34,2018,262400
-121.8,37.35,2781,223300
-121.78,37.34,1959,338400
-121.75,37.35,1947,500001
-121.77,37.33,3088,355300
-121.77,37.33,3160,348400
-121.78,37.34,3195,378200
-121.79,37.33,2978,277800
-121.79,37.33,3611,231000
-121.79,37.33,3283,283700
-121.78,37.33,2829,359500
-121.8,37.32,2473,224200
-121.8,37.32,1829,217400
-121.8,37.32,4412,227600
-121.79,37.32,2850,241900
-121.79,37.32,3034,241300
-121.76,37.33,4153,286200
-121.81,37.3,1870,186500
-121.81,37.31,1794,209900
-121.8,37.31,1807,164500
-121.8,37.3,906,235600
-121.81,37.3,1929,235600
-121.8,37.31,2630,232000
-121.79,37.31,2199,235700
-121.78,37.31,2093,271500
-121.79,37.3,5469,241900
-121.76,37.28,660,241000
-121.74,37.3,1961,362700
-121.78,37.31,1973,292200
-121.77,37.31,1649,302600
-121.76,37.29,2267,277900
-121.76,37.3,3526,335500
-121.75,37.3,1801,133700
-121.74,37.29,7292,294700
-121.75,37.29,1486,221000
-121.84,37.34,1019,165000
-121.84,37.33,1535,160100
-121.84,37.33,1934,163600
-121.83,37.32,4559,179000
-121.82,37.35,2298,182400
-121.82,37.34,7609,195300
-121.81,37.35,3477,172600
-121.81,37.35,2396,185500
-121.8,37.35,2358,192800
-121.8,37.35,2529,240700
-121.84,37.34,2512,162900
-121.83,37.33,3127,173600
-121.83,37.34,6404,193400
-121.83,37.34,1848,182500
-121.87,37.36,938,194500
-121.86,37.35,2391,182100
-121.86,37.35,1536,153300
-121.85,37.34,1481,137500
-121.84,37.35,2914,164000
-121.85,37.35,3515,160100
-121.84,37.35,3375,182200
-121.86,37.37,8162,210300
-121.84,37.37,3315,140100
-121.85,37.36,3148,159600
-121.85,37.36,1525,128600
-121.85,37.36,2109,205900
-121.86,37.36,1602,156800
-121.84,37.38,762,201800
-121.85,37.38,12980,286500
-121.84,37.39,5524,229900
-121.83,37.38,4430,209900
-121.84,37.38,835,195800
-121.83,37.38,3633,184800
-121.83,37.37,821,209100
-121.83,37.37,1461,182400
-121.84,37.37,1237,187500
-121.84,37.37,1579,214800
-121.82,37.37,802,196300
-121.83,37.36,4045,171700
-121.83,37.36,3936,183800
-121.83,37.35,2914,178600
-121.82,37.37,1558,215200
-121.81,37.37,2987,213100
-121.82,37.36,1624,167600
-121.82,37.36,1834,161500
-121.82,37.37,2913,167900
-121.81,37.39,2218,456500
-121.82,37.39,4137,286200
-121.82,37.38,3747,330800
-121.81,37.38,570,416700
-121.82,37.38,1650,320900
-121.81,37.37,962,328000
-121.79,37.38,3650,325600
-121.81,37.36,3189,374100
-121.87,37.39,2522,259700
-121.87,37.39,2655,246800
-121.87,37.38,1050,163500
-121.87,37.38,3275,269100
-121.88,37.39,3334,273900
-121.87,37.41,3719,273700
-121.87,37.4,1767,351600
-121.86,37.4,4043,268400
-121.87,37.39,1334,229800
-121.86,37.39,1777,258100
-121.85,37.39,8748,276600
-121.82,37.42,3752,329400
-121.81,37.41,2496,320700
-121.84,37.4,1866,288500
-121.83,37.4,1145,348300
-121.9,37.4,2998,150000
-121.9,37.39,42,500001
-121.9,37.37,78,187500
-121.88,37.37,6016,333700
-121.87,37.38,3851,335600
-121.86,37.38,2052,181100
-121.89,37.39,1136,425000
-121.88,37.4,6751,257400
-121.89,37.38,4778,271400
-121.88,37.37,4430,272700
-121.86,37.4,2391,267800
-121.86,37.4,1386,258500
-121.85,37.41,1837,265300
-121.85,37.4,1793,243200
-121.86,37.41,2938,178900
-121.85,37.41,2156,199100
-121.86,37.41,1603,266900
-121.86,37.41,1489,267000
-121.86,37.41,2411,263600
-121.9,37.44,4228,299400
-121.9,37.44,1646,265500
-121.9,37.44,957,441000
-121.89,37.44,2534,422800
-121.88,37.43,3469,245800
-121.88,37.43,2573,204100
-121.87,37.43,3805,254200
-121.85,37.44,426,367900
-121.87,37.42,12128,264500
-121.87,37.41,3308,248700
-121.88,37.41,3224,226900
-121.86,37.42,5032,264800
-121.87,37.42,4430,261100
-121.88,37.44,1621,186900
-121.88,37.44,1351,144000
-121.88,37.44,1471,226400
-121.88,37.44,1310,237900
-121.89,37.46,1519,500001
-121.88,37.46,1819,500001
-121.89,37.45,2428,254400
-121.88,37.44,2073,311200
-121.87,37.46,91,500001
-121.9,37.46,2385,220700
-121.91,37.46,2762,226800
-121.9,37.45,4900,276200
-121.9,37.45,2952,320500
-121.91,37.42,1684,174100
-121.9,37.41,4759,228700
-121.89,37.42,40,225000
-121.92,37.45,3937,252200
-121.91,37.44,1669,225800
-121.91,37.44,2174,255100
-121.91,37.44,1212,212500
-121.91,37.43,2791,224900
-122.07,37.44,4599,225000
-121.96,37.43,2514,158000
-121.97,37.44,127,112500
-121.99,37.4,3217,226700
-121.99,37.4,1845,235300
-121.99,37.39,3495,230700
-122.02,37.4,2015,226800
-122.01,37.4,4841,137500
-122.0,37.4,5121,81300
-122.0,37.4,4324,232400
-122.0,37.4,1542,236900
-122.01,37.4,1297,47500
-122.0,37.39,2154,229800
-121.96,37.41,3208,238000
-121.97,37.4,2937,255500
-121.96,37.39,1032,219300
-121.95,37.39,5230,264100
-121.95,37.38,765,87500
-121.95,37.41,2164,137500
-121.94,37.42,3936,112500
-121.93,37.4,148,67500
-121.91,37.36,3224,199700
-121.92,37.36,198,137500
-121.95,37.37,446,208300
-121.95,37.36,3236,208600
-121.95,37.36,3472,235600
-121.93,37.35,1823,234100
-121.93,37.34,2068,218500
-121.98,37.37,1651,215400
-121.98,37.36,1199,252100
-121.98,37.37,995,217500
-121.99,37.37,1797,237500
-121.97,37.36,4841,254500
-121.97,37.36,884,271200
-121.97,37.35,1880,269900
-121.96,37.36,5040,264500
-121.96,37.36,2581,261400
-121.97,37.35,815,258300
-121.97,37.36,765,247600
-121.98,37.36,1735,242700
-121.98,37.36,1582,287200
-121.98,37.36,1293,281900
-121.98,37.36,1440,254600
-121.99,37.36,1754,298300
-121.99,37.36,2321,270300
-121.99,37.36,2677,261800
-121.99,37.36,2545,282200
-121.98,37.35,1150,261100
-121.99,37.35,1712,238900
-121.99,37.35,3249,198400
-121.99,37.35,1527,212200
-121.98,37.35,1054,240000
-121.97,37.35,1955,287100
-121.98,37.34,3570,238700
-121.98,37.34,6649,307400
-121.99,37.34,3637,262900
-121.96,37.35,1755,251300
-121.97,37.34,3162,266100
-121.97,37.35,1249,287100
-121.96,37.35,1484,279900
-121.95,37.35,832,244400
-121.94,37.35,906,231600
-121.94,37.35,1922,244000
-121.95,37.35,1246,235500
-121.95,37.35,1421,237900
-121.95,37.35,2382,236100
-121.94,37.34,2174,286500
-121.94,37.34,3377,229300
-121.94,37.34,2151,250000
-121.94,37.33,1893,257600
-121.94,37.33,1822,251100
-121.94,37.34,3142,246100
-121.95,37.34,5236,256100
-121.95,37.33,1866,275900
-121.95,37.33,1683,294700
-121.96,37.33,3269,288300
-121.96,37.33,2294,276900
-121.96,37.34,2001,255400
-121.96,37.34,844,254100
-121.96,37.34,4438,288300
-121.96,37.34,1461,252600
-121.96,37.34,663,247800
-121.98,37.33,2645,330500
-121.98,37.33,3742,302400
-121.99,37.34,3353,315600
-121.97,37.33,8275,302100
-121.98,37.33,3223,287600
-121.98,37.33,1907,294300
-121.99,37.33,1802,313900
-121.99,37.33,2023,285800
-121.98,37.31,3840,335900
-121.99,37.3,4863,342000
-122.0,37.3,5096,355200
-121.98,37.32,9789,279800
-121.99,37.32,4461,217700
-121.98,37.31,2248,288900
-121.98,37.31,2034,288300
-121.99,37.31,3285,339600
-121.97,37.32,4620,237500
-121.96,37.32,1711,227700
-121.95,37.32,1164,263200
-121.95,37.32,1145,281900
-121.95,37.31,4140,264600
-121.96,37.31,4310,365500
-121.96,37.31,3890,290900
-121.97,37.31,7628,267500
-121.97,37.31,5775,314900
-121.97,37.3,5463,277300
-121.95,37.32,726,270500
-121.94,37.31,4238,307000
-121.95,37.31,2462,329500
-121.94,37.3,1758,332500
-121.95,37.3,4193,293000
-121.94,37.3,1455,262500
-121.95,37.3,5641,267500
-121.96,37.3,4228,227300
-121.94,37.29,2593,212500
-121.94,37.29,710,214100
-121.95,37.27,1330,181300
-121.95,37.28,777,262500
-121.95,37.29,1503,234300
-121.95,37.29,3734,260000
-121.95,37.28,7027,242900
-121.98,37.3,3404,283200
-121.98,37.29,2120,283000
-121.98,37.29,2750,264900
-121.96,37.28,1940,280400
-121.97,37.28,4707,296100
-121.97,37.28,2427,277300
-121.98,37.28,1182,269100
-121.98,37.28,3688,272600
-121.98,37.28,3526,275000
-121.99,37.27,2937,273500
-121.99,37.29,2930,344100
-121.96,37.3,4040,303400
-121.97,37.3,3340,275000
-121.96,37.29,1240,283000
-121.97,37.29,4096,300300
-121.97,37.29,2721,265300
-121.99,37.27,1527,278000
-121.98,37.27,3075,269400
-121.98,37.27,2658,298900
-121.96,37.28,5018,273900
-121.96,37.27,6114,269100
-121.96,37.27,3347,286800
-121.97,37.26,2174,255100
-121.96,37.26,1408,333300
-121.95,37.25,3298,332000
-121.95,37.24,3109,413500
-121.95,37.24,1382,405400
-121.96,37.24,3032,430900
-121.96,37.25,1018,371900
-121.95,37.25,2906,268200
-121.93,37.25,1089,252600
-121.93,37.25,1354,234200
-121.92,37.25,2231,243200
-121.93,37.25,1555,260100
-121.94,37.24,1484,245300
-121.91,37.24,5046,274600
-121.91,37.24,2327,272000
-121.92,37.24,6777,279400
-121.94,37.24,1741,290500
-121.94,37.24,2561,363800
-121.93,37.24,2574,335900
-121.92,37.24,1265,281200
-121.91,37.23,2614,271800
-121.91,37.23,4866,405000
-121.93,37.22,4872,500001
-121.96,37.23,4423,476400
-121.97,37.23,2781,445900
-121.98,37.22,10088,500001
-121.96,37.22,4709,500001
-121.95,37.21,2345,500001
-121.97,37.24,2553,436100
-121.98,37.23,3585,396300
-122.0,37.23,3191,500001
-121.96,37.25,1858,339300
-121.97,37.25,2892,367800
-121.98,37.26,2331,340700
-121.99,37.27,1214,347800
-121.99,37.26,4034,442500
-121.98,37.25,755,500001
-121.99,37.25,1743,500001
-121.97,37.25,2775,496400
-121.99,37.25,4240,500001
-121.98,37.24,3574,500001
-122.0,37.27,1664,415800
-122.01,37.27,3340,500001
-122.02,37.26,2411,500001
-122.02,37.26,1764,500001
-122.01,37.25,1574,500001
-121.99,37.26,2718,500001
-122.01,37.26,2561,500001
-122.03,37.25,2892,500001
-122.04,37.24,1521,500001
-122.02,37.24,2796,500001
-122.03,37.29,3118,500001
-122.02,37.29,2550,500001
-122.02,37.29,3845,500001
-122.01,37.29,3136,500001
-122.01,37.28,2038,500001
-122.0,37.28,3133,346100
-122.0,37.28,2170,500001
-122.0,37.28,2782,335900
-122.03,37.27,4350,500001
-122.03,37.28,3752,500001
-122.02,37.28,3437,500001
-122.01,37.27,3825,500001
-122.06,37.27,1612,500001
-122.04,37.29,3625,500001
-122.03,37.27,4460,500001
-122.04,37.26,4973,500001
-122.06,37.33,1945,498800
-122.06,37.32,3033,380800
-122.05,37.31,4601,455500
-122.05,37.31,4111,500001
-122.06,37.3,5488,500001
-122.07,37.33,2173,420000
-122.06,37.33,4507,500001
-122.07,37.31,4401,500001
-122.08,37.3,2268,485300
-122.08,37.31,2560,368900
-122.04,37.34,4475,396200
-122.06,37.34,2057,288300
-122.05,37.33,2052,416300
-122.04,37.33,2690,474700
-122.05,37.33,3674,436400
-122.04,37.33,4011,351200
-122.04,37.32,2826,431400
-122.04,37.31,2476,393800
-122.04,37.31,3388,355100
-122.04,37.3,1714,417000
-122.04,37.3,2366,345900
-122.03,37.31,2131,409100
-122.04,37.3,3807,411300
-122.01,37.3,4044,380600
-122.01,37.31,6846,332000
-122.0,37.31,3811,372700
-122.0,37.3,3429,400700
-122.03,37.31,2885,275700
-122.03,37.3,3007,326300
-122.03,37.3,3583,335300
-122.02,37.31,2629,341400
-122.02,37.31,2355,332500
-122.02,37.3,1983,354600
-122.02,37.3,2134,341900
-122.02,37.32,4336,348300
-122.02,37.31,2563,340100
-122.03,37.32,5132,404800
-122.0,37.32,3450,244500
-122.01,37.31,1391,332700
-122.01,37.32,3108,284000
-122.0,37.31,4211,242200
-122.02,37.33,3823,373600
-122.03,37.33,4221,412300
-122.03,37.34,1755,231200
-122.02,37.34,1036,360600
-122.0,37.33,4033,338700
-122.02,37.35,2785,365700
-122.02,37.35,3219,354400
-122.02,37.34,1992,350000
-122.02,37.34,2488,344700
-122.03,37.34,5404,451800
-122.03,37.35,3095,352100
-122.01,37.35,2517,289500
-122.0,37.35,4304,333000
-122.0,37.34,1716,343100
-122.0,37.34,3344,351500
-122.01,37.34,3080,344200
-122.05,37.35,2494,388100
-122.05,37.34,2515,423900
-122.05,37.34,1443,416500
-122.06,37.34,3435,451400
-122.04,37.35,3250,431600
-122.04,37.34,3081,432600
-122.03,37.35,1156,292900
-122.04,37.35,1582,370100
-122.04,37.34,1994,447300
-122.03,37.34,1165,342400
-122.04,37.34,2590,225000
-122.04,37.34,3694,271500
-122.05,37.37,1365,291400
-122.05,37.36,2400,316900
-122.05,37.36,2621,409700
-122.06,37.35,1795,381800
-122.06,37.36,2693,327500
-122.06,37.37,2510,322700
-122.04,37.37,5135,430100
-122.03,37.36,2490,411900
-122.04,37.35,2016,383000
-122.05,37.36,1733,406800
-122.04,37.36,3298,403000
-122.05,37.37,3885,344700
-122.03,37.36,2697,367400
-122.02,37.35,2975,362200
-122.02,37.35,1221,228400
-122.03,37.35,3811,311400
-122.03,37.37,3402,500001
-122.02,37.36,2471,243800
-122.02,37.36,2074,378000
-122.01,37.36,1105,253600
-122.02,37.36,1709,335200
-122.01,37.36,2796,349000
-122.01,37.36,2483,346300
-122.01,37.35,3716,323600
-122.0,37.36,2237,368300
-122.0,37.36,2070,411200
-122.0,37.36,3534,337000
-122.0,37.36,6012,239400
-122.03,37.37,2966,256000
-122.03,37.37,2123,284800
-122.03,37.37,1269,325000
-122.04,37.37,1125,252800
-122.04,37.37,2757,311600
-122.04,37.38,2850,273600
-122.03,37.38,2667,252400
-122.02,37.38,1261,224600
-122.01,37.38,726,230400
-122.02,37.37,5686,327700
-122.01,37.37,2559,167300
-122.01,37.37,2213,360900
-122.0,37.37,1434,178100
-122.03,37.39,3280,232700
-122.02,37.38,1889,254400
-122.01,37.39,2500,222200
-122.01,37.39,1976,252600
-122.0,37.39,1236,239400
-122.03,37.39,2600,250200
-122.02,37.4,2348,261000
-122.01,37.39,3015,249500
-122.02,37.39,2297,239700
-122.04,37.39,8745,280100
-122.05,37.38,3200,450000
-122.05,37.38,2424,364200
-122.05,37.38,1875,336500
-122.06,37.38,4293,270800
-122.05,37.37,2687,324200
-122.05,37.39,347,350000
-122.06,37.4,12855,267400
-122.06,37.39,18,375000
-122.06,37.39,1236,40000
-122.06,37.38,3401,500001
-122.06,37.38,1798,470000
-122.06,37.37,3058,500001
